url,title,lead,content
https://www.liputan6.com/news/read/127840/komplotan-perampok-harta-karun-dibekuk,Komplotan Perampok Harta Karun Dibekuk,"Menurut Direktur Polisi Perairan Polda Banten Komisaris Polisi M. Yasin, modus yang dilakukan para pelaku adalah dengan berkedok sebagai nelayan. Tiga orang menyelam dengan menggunakan selang dan mesin kompresor. Sementara pelaku lain bertugas mengumpulkan serpihan besi di atas kapal.","Menurut Direktur Polisi Perairan Polda Banten Komisaris Polisi M. Yasin, modus yang dilakukan para pelaku adalah dengan berkedok sebagai nelayan. Tiga orang menyelam dengan menggunakan selang dan mesin kompresor. Sementara pelaku lain bertugas mengumpulkan serpihan besi di atas kapal. Meski ditemukan sejumlah peralatan selam, para tersangka membantah merencanakan pencurian harta karun itu. Mereka berdalih pencurian itu dilakukan hanya karena iseng. Rencananya serpihan kapal berbahan kuningan ini akan dijual ke Lampung seharga Rp 35 ribu per kilogram. Hingga kini, polisi masih menyelidiki kemungkinan adanya pihak lain yang mencuri harta karun kapal tua di Selat Sunda.(TOZ/Ariel Maranoes)"
https://www.liputan6.com/news/read/161243/pesawat-lion-air-rusak-penumpang-telantar,"Pesawat Lion Air Rusak, Penumpang Telantar","Liputan6.com, Banda Aceh:Ratusan calon penumpang Lion Air terpaksa menunggu berjam-jam di Bandar Udara Sultan Iskandar Muda, Banda Aceh, Nanggroe Aceh Darussalam, Ahad (22/6). Keberangkatan mereka ke Medan, Sumatra Utara dan Jakarta tertunda karena pesawat Boeing 737-400 Lion Air yang mestinya terbang jam 11.40 WIB rusak.","Liputan6.com, Banda Aceh:Ratusan calon penumpang Lion Air terpaksa menunggu berjam-jam di Bandar Udara Sultan Iskandar Muda, Banda Aceh, Nanggroe Aceh Darussalam, Ahad (22/6). Keberangkatan mereka ke Medan, Sumatra Utara dan Jakarta tertunda karena pesawat Boeing 737-400 Lion Air yang mestinya terbang jam 11.40 WIB rusak. Para penumpang makin kecewa karena tak satu pun staf Lion Air muncul untuk menjelaskan situasi serta jenis kerusakan pesawat. Namun, menurut sumber di Bandara Sultan Iskandar Muda menyebutkan, pesawat mengalami kerusakan pada bagian elektrik. Sementara suku cadang pesawat harus didatangkan dari luar NAD sehingga memakan waktu berjam-jam. Pihak Lion Air menjanjikan penumpang diterbangkan petang tadi. Namun, ternyata penumpang baru benar-benar terbang sekitar pukul 22.30 WIB.(IAN/Mukhtaruddin Yakob) Advertisement"
https://www.liputan6.com/news/read/184989/gempa-di-ntb-menghancurkan-ratusan-rumah,Gempa di NTB Menghancurkan Ratusan Rumah,"Liputan6.com, Dompu:Gempa bumi yang menghantam Dompu dan Bima, Nusa Tenggara Barat dinihari tadi menghancurkan ratusan rumah dan menewaskan dua orang. Ratusan warga lainnya terpaksa harus dirawat di rumah sakit setempat karena mengalami luka berat dan ringan. Demikian dilaporkanAntara, Senin (26/11) pagi.","Liputan6.com, Dompu:Gempa bumi yang menghantam Dompu dan Bima, Nusa Tenggara Barat dinihari tadi menghancurkan ratusan rumah dan menewaskan dua orang. Ratusan warga lainnya terpaksa harus dirawat di rumah sakit setempat karena mengalami luka berat dan ringan. Demikian dilaporkanAntara, Senin (26/11) pagi. Berdasarkan data Badan Meteorologi dan Geofisika (BMG), gempa pertama dirasakan warga pukul 00.02 WITA. Gempa tektonik berkekuatan 6,7 skala Richter itu berpusat di 8.27 Lintang Selatan (LS)-118.35 Bujur Timur (BT) dengan kedalaman 50 kilometer. Kerusakan terbanyak di Desa Lasi, Kecamatan Kilo, Kabupaten Dompu. Gempa cukup besar dan sempat terjadi empat kali susulan membuat warga ketakutan dan berhamburan keluar rumah. Bahkan, gempa susulan berkekuatan kecil berlangsung dua kali hingga menjelang pagi. Sejumlah warga tidur di luar rumah karena khawatir gempa susulan. Advertisement Sementara itu, di Bima kerusakan dilaporkan terjadi di Jalan Soekarno-Hatta depan rumah Wakil Wali Kota Bima Umar H. Abubakar. Umar mengaku telah mengelilingi wilayah kota dan belum menerima laporan kerusakan berarti. Guncangan malah sedikit lemah di kawasan Raba dan tak banyak warga keluar rumah. Di Bima, salah seorang korban baru berhasil diidentifikasi yakni penyiar Flamboyan FM, Bimo. Ia meloncat dari lantai dua setinggi lima meter karena panik. Korban kini dirawat di Rumah Sakit Umum Daerah Bima. Sementara masyarakat di sekitar laut sempat panik hingga berhamburan keluar rumah. Sejumlah warga Desa Bugis, Kecamatan Sape, mengungsi ke daerah yang lebih tinggi. Mereka melihat air laut agak naik dan meluber ke badan jalan. ""Warga mengira akan ada tsunami,"" ujar Camat Sape, Syafrudin Daud.(RMA)"
https://www.liputan6.com/news/read/127467/-i-sctv-goes-to-carstensz-i-tiba-di-timika,<i>SCTV Goes to Carstensz</i> Tiba di Timika,Sebagian anggota tim menyempatkan diri membeli berbagai keperluan logistik di Pasar Lama Timika untuk menunjang perjalanan dan pendakian. Makanan yang dibeli terutama makanan kering dan instan. Namun tim terlebih dahulu bergerak ke Tembagapura hari ini sebelum mendaki puncak Jayawijaya dan Carstensz.,"Sebagian anggota tim menyempatkan diri membeli berbagai keperluan logistik di Pasar Lama Timika untuk menunjang perjalanan dan pendakian. Makanan yang dibeli terutama makanan kering dan instan. Namun tim terlebih dahulu bergerak ke Tembagapura hari ini sebelum mendaki puncak Jayawijaya dan Carstensz. TimSCTV Goes to Carstenszberangkat dari Jakarta, Ahad malam dengan menggunakan pesawat Airfast. Dari 12 anggota tim, enam di antaranya adalah jurnalisLiputan 6 SCTV. Sedangkan sisanya pendaki gunung berpengalaman[baca: TimGoes to CarstenszMengkhawatirkan Cuaca].(DNP/Tim Liputan 6 SCTV)"
https://www.liputan6.com/news/read/120805/puluhan-bom-aktif-kembali-ditemukan-di-poso,Puluhan Bom Aktif Kembali Ditemukan di Poso,"Awalnya sang bocah itu tidak curiga terhadap karung tersebut. Namun, setelah dicek karung tersebut ternyata berisi puluhan bom. Bocah tersebut lantas melaporkan temuannya ke Kepolisian Resor Poso. Menurut Wakil Kepala Polres Poso Komisaris Polisi I Wayan Andreas, bom tersebut diduga sisa kerusuhan Poso pada 2001 silam.","Awalnya sang bocah itu tidak curiga terhadap karung tersebut. Namun, setelah dicek karung tersebut ternyata berisi puluhan bom. Bocah tersebut lantas melaporkan temuannya ke Kepolisian Resor Poso. Menurut Wakil Kepala Polres Poso Komisaris Polisi I Wayan Andreas, bom tersebut diduga sisa kerusuhan Poso pada 2001 silam. Puluhan bom rakitan tersebut saat ini diamankan di Markas Polres Poso. Rencananya, bom-bom itu akan diurai untuk dianalisa bahan bakunya. Sebelumnya, belasan bom aktif juga pernah ditemukan di dua tempat berbeda di Kelurahan Sayo, Kota Poso, pada pertengahan Maret silam [baca: Sebelas Bom Rakitan Ditemukan di Poso].(ZIZ/Syamsudin dan Iwan Taruna)"
https://www.liputan6.com/news/read/163590/spbu-di-banjarmasin-dijaga-polisi,SPBU di Banjarmasin Dijaga Polisi,"Liputan6.com, Banjarmasin:Dampak kenaikan bahan bakar minyak hingga kini belum juga teratasi. Sejumlah armada angkutan industri batubara, bijih besi serta perkebunan sawit, kerap menyerbu pom bensin bersubsidi di Banjarmasin, Kalimantan Selatan.","Liputan6.com, Banjarmasin:Dampak kenaikan bahan bakar minyak hingga kini belum juga teratasi. Sejumlah armada angkutan industri batubara, bijih besi serta perkebunan sawit, kerap menyerbu pom bensin bersubsidi di Banjarmasin, Kalimantan Selatan. Hal itu tentu menimbulkan anggapan adanya penyelewengan solar bersubsidi ke pihak industri. Karena itu polisi berpakaian preman selalu terlihat berjaga-jaga di seluruh pom bensin di kota tersebut. Sementara itu, tak satu pun pom bensin di Kendari, Sulawesi Tenggara, hingga Senin (11/8) ini memiliki solar. Kelangkaan terjadi akibat adanya pengurangan jatah solar. Biasanya tiap pom bensin mendapat 8 kilo per hari, tapi kini hanya 5 kilo[baca: Solar Langka di Kendari  ]. Advertisement Kelangkaan solar terjadi sejak lima hari lalu. Antrean di pom bensin berlangsung dari siang hingga malam. Bahkan, truk penganggkut BBM milik Pertamina juga ikut antre.(IKA/Tim Liputan 6 SCTV)"
https://www.liputan6.com/news/read/122434/kondisi-kesehatan-soeharto-menurun,Kondisi Kesehatan Soeharto Menurun,"Menurut tim dokter, seringnya pendarahan pada usu besar mengakibatkan kondisi kesehatan mantan penguasa Orde Baru ini menurun. Rencananya tim dokter Rumah Sakit Pertamina sore ini akan melakukan tes lanjutan terhadap kesehatan Soeharto secara lebih mendalam.","Menurut tim dokter, seringnya pendarahan pada usu besar mengakibatkan kondisi kesehatan mantan penguasa Orde Baru ini menurun. Rencananya tim dokter Rumah Sakit Pertamina sore ini akan melakukan tes lanjutan terhadap kesehatan Soeharto secara lebih mendalam. Sehari sebelumnya kondisi kesehatan Soeharto dinyatakan pulih. Ini diperkuat pernyataan mantan Menteri Agama Quraish Shihab yang menjenguknya. Ia mengatakan Soeharto sadar dan mampu mengenali mereka. Namun, ia terlihat lelah dan masih menjalani transfusi darah [baca: Soeharto Pulih].(YYT/Mohamad Achir dan Yuli sasmito)"
https://www.liputan6.com/news/read/163604/ribuan-calon-jemaah-haji-bekasi-terancam-gagal-berangkat,Ribuan Calon Jemaah Haji Bekasi Terancam Gagal Berangkat,"Liputan6.com, Bekasi:Pemerintah Provinsi Jawa Barat nekat menerapkan kuota kurang dari 2000 calon jemaah haji asal Bekasi. Akibatnya, ribuan calon jemaah haji asal Bekasi terancam gagal berangkat ke Tanah Suci. Padahal dalam kasus gugatan pemberlakuan sistem kuota di Pengadilan Tinggi Jabar, Gubernur Jabar dikalahkan perwakilan utusan haji.","Liputan6.com, Bekasi:Pemerintah Provinsi Jawa Barat nekat menerapkan kuota kurang dari 2000 calon jemaah haji asal Bekasi. Akibatnya, ribuan calon jemaah haji asal Bekasi terancam gagal berangkat ke Tanah Suci. Padahal dalam kasus gugatan pemberlakuan sistem kuota di Pengadilan Tinggi Jabar, Gubernur Jabar dikalahkan perwakilan utusan haji. Sejumlah warga memprotes kebijakan ini. Bahkan warga mengancam menutup asrama embarkasi calon jemaah haji di Kota Bekasi. Sementara itu Wali Kota Bekasi berjanji berusaha membantu 8000 orang calon jemaah haji yang sudah menyetorkan uangnya supaya dapat tetap berangkat ke Tanah Suci untuk menunaikan rukun Islam kelima pada tahun ini.(JUM/Muhabar)"
https://www.liputan6.com/news/read/126677/nelayan-berburu-emas-di-pesisir-pangandaran,"Nelayan ""Berburu"" Emas di Pesisir Pangandaran","Tidak jelas siapa yang pertama kali menyebarkan ada banyak barang-barang berharga tercecer di pantai karena terbawa ombak. Yang pasti, berita tersebut begitu cepat menyebar. Sepanjang hari nelayan kini menunggu ombak datang dan setelah surut mereka mulai mengais-ngais pasir berharap menemukan emas atau uang.","Tidak jelas siapa yang pertama kali menyebarkan ada banyak barang-barang berharga tercecer di pantai karena terbawa ombak. Yang pasti, berita tersebut begitu cepat menyebar. Sepanjang hari nelayan kini menunggu ombak datang dan setelah surut mereka mulai mengais-ngais pasir berharap menemukan emas atau uang. Sebelum gelombang tsunami menerjang, lebih dari 5.000 perahu melaut setiap harinya. Kini, hanya tersisa sekitar 340 perahu karena hanya sejumlah itulah yang selamat dari amukan tsunami[baca: Korban Tewas Tsunami Mencapai 440 Orang]. Jika pemerintah tak segera turun tangan, boleh jadi ribuan nelayan bakal terus menerus menganggur karena uang untuk membuat perahu habis dipakai kebutuhan selama mengungsi.(KEN/Eko Setya Budi)"
https://www.liputan6.com/news/read/113829/persidangan-neloe-masih-mendengarkan-saksi,Persidangan Neloe Masih Mendengarkan Saksi,*****,"***** Mantan Gubernur Banten Joko Munandar terdakwa korupsi dana Anggaran Pendapatan dan Belanja Daerah kembali disidang di PN Serang, Banten, hari ini. Sidang kali ini membacakan tanggapan jaksa penuntut umum atas pembelaan terdakwa yang sebelumnya dituntut hukuman empat tahun penjara. Sidang sempat diwarnai unjuk rasa ratusan pendukung yang meminta Joko dibebaskan. Pengunjuk rasa juga meminta PN Serang tak memutus perkara atas intervensi pihak tertentu.(ORS/Tim Liputan 6 SCTV)"
